,0
1944,"b'if' b'anyone' b'wants' b'to' b'bring' b'me' b'a' b'sweet' b'tea' b'to' b'my' b'party..' b""that'd"" b'make' b'my' b'bday' b'perfect..' b'well' b'that' b'and' b'cracker' b'barrel'"
1945,"b'if' b'ever' b'sports' b'seemed' b'scripted' b',' b'this' b'ending' b'to' b'this' b'yankee' b'game' b'proved'"
1946,"b'if' b'i' b""wasn't"" b'a' b'yankee' b'fan' b'i' b'probably' b'would' b'be' b'a' b'sf' b'giants' b'fan'"
1947,b'if' b'only' b'i' b'dated' b'a' b'girl' b'that' b'lived' b'off' b'mack' b'road' b'i' b'could' b'just' b'get' b'the' b'holy' b'trinity' b'of' b'sacramento' b'ghettos' b'on' b'a' b'daily'
1948,"b'if' b'someone' b'pushes' b'you' b'too' b'hard' b'today,' b'they' b'may' b'be' b'surprised' b'ho...' b'more' b'for'"
1949,"b'if' b'the' b'yankees' b'get' b'dempster,' b'they' b'just' b'look' b'like' b""they're"" b'getting' b'older.' b'#smh' b'bring' b'some'"
1950,"b'if' b'the' b'yankees' b""can't"" b'beat' b'the' b'red' b'sox,' b'they' b""don't"" b'even' b'deserve' b'to' b'be' b'in' b'the'"
1951,"b'if' b'the' b'crust' b'ain&#8217;t' b'graham' b'cracker,' b'keep' b'that'"
1952,b'if' b'train' b'officers' b'that' b'are' b'wearing' b'body' b'armor' b'stand' b'back' b'to' b'watch' b'the' b'smoke' b'clear.' b'why' b'does' b'every' b'gun' b'ho' b'wanna'
1953,"b'if' b'you' b'a' b'hoe' b'ima' b'treat' b'you' b'like' b'one' b'just' b'like' b'if' b""you're"" b'a' b'good' b'girl' b'ima' b'treat' b'you' b'like' b'one.' b'i' b""don't"""
1954,"b'if' b'you' b'are' b'descended' b'from' b'anything' b'less' b'than' b'european' b'nobility' b'and/or' b'royalty,' b'then' b'you' b'are' b'non-titled' b'common' b'gutter'"
1955,"b'if' b'you' b""didn't"" b'have' b'tattoos' b'as' b'a' b'diversion' b'for' b'your' b'bird' b'chest' b'and' b'malnourished' b'body' b'sir...' b'your' b'instagram' b'would' b'be'"
1956,"b'if' b'you' b'enjoy' b'hunting' b'for' b'sport,' b'then' b""you're"" b'trash.' b'if' b'you' b'hunt' b'for' b'food,' b'you' b'deserve' b'to'"
1957,"b'if' b'you' b'must' b'call' b'me' b'a' b'cracker,' b'please' b'call' b'me' b'a' b'cheez-it,' b'not' b'a'"
1958,"b'if' b'you' b'think' b'that' b'the' b'term' b'#redskins' b'being' b'offensive' b'is' b'a' b'political' b'issue,' b'you' b'are'"
1959,"b'if' b""you're"" b'not' b'directly' b'descended' b'from' b'european' b'royalty' b'and' b'upper' b'nobility,' b'then' b""you're"" b'not' b'fully' b'human.' b""you're"" b'just' b'common' b'gutter'"
1960,"b'if' b""you've"" b'ever' b'been' b'to' b'drunk' b'to' b'fish,' b'you' b'might' b'be' b'a'"
1961,"b'iggy' b'is' b'trending.' b""twitter's"" b'trash'"
1962,b'igot' b'to' b'level' b'21' b'so' b'far' b'on' b'flappy' b'birds'
1963,b'im' b'a'
1964,b'im' b'glad' b'i' b'met' b'this' b'chick.' b'reminds' b'me' b'the' b'trash' b'i' b'left'
1965,b'im' b'in' b'mickey' b'ds' b'and' b'he' b'gone' b'ask' b'for' b'a' b'double' b'cheese' b'burger' b'wit' b'no'
1966,b'im' b'ready' b'for' b'today'
1967,b'im' b'telling' b'you' b'man!' b'rt' b'kfromtheg:' b'roethlisberger' b'got' b'his' b'record' b'expunged' b'and' b'became'
1968,b'ima' b'trash' b'forevermem85' b'in'
1969,b'in-n-out' b'is' b'like' b'the' b'sunshine' b'and' b'blue' b'sky.' b'the' b'song' b'of' b'a' b'bird.' b'a' b'smile' b'at' b'the' b'front' b'porch.' b'the' b'perfume' b'of' b'the' b'ocean' b'on' b'wind-kissed'
1970,b'inbed' b'eating' b'left' b'over'
1971,b'indiana' b'lost' b'to' b'bowling' b'green.' b'big' b'ten' b'continues' b'to' b'be'
1972,"b'inspiring' b'a' b'huge' b'crowd' b'of' b'tourists' b'to' b'sit' b'and' b'watch' b'the' b'""wild' b'meadow' b'rats""' b'over' b'here' b'by' b'the' b'trash' b'cans.' b'cameras' b'are' b'out.' b'there' b'is'"
1973,b'international' b'law' b'enforcement' b'operation' b'disrupts' b'shylock' b'banking' b'malware' b'-' b'pcworld:' b'international' b'law'
1974,b'international' b'law' b'enforcement' b'operation' b'disrupts' b'shylock' b'banking' b'malware' b'-' b'pcworld:' b'international' b'law'
1975,b'international' b'law' b'enforcement' b'operation' b'disrupts' b'shylock' b'banking' b'malware' b'-' b'pcworld:' b'international' b'law'
1976,b'international' b'police' b'operation' b'disrupts' b'shylock' b'banking' b'trojan' b'-' b'computerworld:' b'the' b'guardianinternational'
1977,b'international' b'police' b'operation' b'disrupts' b'shylock' b'banking' b'trojan' b'-' b'computerworld:' b'the' b'guardianinternational'
1978,"b'ion' b'kno' b'wat' b'kinda' b'spring' b'clothes' b'imma' b'get' b'my' b'yung' b'nicca' b'dis' b'year' b'we' b""ain't"" b'doin' b'da' b'polo' b'dis' b'year' b'gotta' b'offset' b'em' b'wit' b'sumthin'"
1979,b'is' b'hillary' b'the' b'&#8216;dodo' b'bird&#8217;' b'candidate?' b'via'
1980,b'is' b'hillary' b'the' b'&#8216;dodo' b'bird&#8217;' b'candidate?' b'via'
1981,b'is' b'yankee' b'in' b'a' b'good' b'mood' b'today' b'or'
1982,b'is' b'dare' b'any' b'colored' b'players' b'in'
1983,"b'is' b'it' b'just' b'me' b'or' b'is' b'hicks' b'saying' b'""bung' b'beds""?'"
1984,b'is' b'it' b'weird' b'licking' b'your' b'own'
1985,b'is' b'there' b'a' b'looser' b'#college' b'town' b'than' b'#btown' b'???' b'if' b'yes' b'id' b'like' b'to'
1986,b'islamic' b'jihadis' b'run' b'away' b'to' b'pakistan' b'puremonotheist'
1987,"b'it' b""ain't"" b'april' b""fool's"" b'yet..' b'&#171' b'igiveemnathan' b'jay' b'z'"
1988,b'it' b'be' b'so' b'good' b'to' b'not' b'gotta' b'woyke' b'in' b'da' b'moanin.' b'i' b'da' b'only' b'colored' b'dat' b'woyke' b'cuz' b'colored' b'folk' b'be' b'lazy' b'and' b'lives' b'off' b'da' b'white'
1989,"b'it' b'feels' b'awkward' b'to' b'have' b'the' b'yankees' b'playing' b'against' b'the' b'reds.' b'i' b'mean,' b'we' b'all' b'know' b'who' b""i'm"" b'rooting' b'for,' b'but' b""it's"""
1990,b'it' b'would' b'be' b'pretty' b'cool' b'if' b'i' b'got' b'to' b'see' b'boybandproject' b'1' b'more' b'time' b'before' b'i' b'go' b'back' b'to' b'hillbilly' b'town!' b'thezacmann'
1991,"b""it's"" b'karaoke' b'night' b'baby!' b'hi' b'ho!' b'hi' b'ho!' b""it's"" b'off' b'to' b'sing' b'i' b'go!' b'with' b'a' b'voice' b'that' b'sounds' b'like' b'sandpaper' b'hi' b'ho!' b'hi'"
1992,"b""it's"" b'a' b'bird?' b""it's"" b'a' b'plane?' b'no,' b""it's"" b'peter' b'""walkin' b'on' b'air""' b'byers'"
1993,"b""it's"" b'a' b'matter' b'of' b'pure' b'weight' b'ratios...' b'a' b'five' b'ounce' b'bird' b'can' b'not' b'carry' b'a' b'one' b'pound'"
1994,"b""it's"" b'a' b'plane,' b""it's"" b'a' b'bird,' b'nah' b""it's"" b'just' b'me' b'doing' b'laps' b'around' b'the' b'dam.'"
1995,"b""it's"" b'almost' b'christmas,' b'charlie'"
1996,"b""it's"" b'gonna' b'be' b'a' b'long' b'season' b'for' b'the' b'yankees' b'if' b'this' b'simulation' b'is'"
1997,"b""it's"" b'just' b'not' b'the' b'same,' b'#littledebbie' b'#cloud' b'#cake' b'are'"
1998,"b""it's"" b'scientifically' b'proven' b'that' b'no' b'one' b'can' b'not' b'cry' b'at' b'least' b'once' b'while' b'watching' b'charlie' b'st.'"
1999,"b""it's"" b'stuff' b'like' b'this' b'that' b'makes' b'black' b'people' b'look' b'retarded.' b""it's"" b'not' b'expressing' b'yourself' b'its'"
2000,"b""it's"" b'the' b'most' b'hillbilly' b'thought' b'ever.' b'a' b'thing' b'is' b'a' b'way' b'one' b'time' b'or' b'to' b'one' b'audience' b'and' b'therefore' b'it' b'must' b'be' b'that' b'way'"
2001,"b""it's"" b'weird' b'but' b'i' b'miss' b'robertson' b'screwdrivers' b':(' b'--&gt;' b'from' b'&#8216;toque&#8217;' b'to' b'&#8216;mickey,&#8217;' b'ten' b'canadianisms' b'::' b'via'"
2002,"b'its' b'#arabspring' b'training,' b'charlie'"
2003,b'its' b'suppose' b'to' b'be' b'yellow' b'but' b'we' b'dont' b'do' b'yellow'
2004,"b'jamaica' b'populated' b'with' b'island' b'hillbillies.' b'even' b'linguistics' b'are' b'kind' b'of' b'the' b'same,' b'if' b'you' b'sub' b'the' b'accent.' b'olde' b'english'"
2005,"b'jay' b'z' b'-' b'takeover' b'&amp;' b'u' b""don't"" b'know' b'live' b'home' b'&amp;' b'home' b'concert' b'yankee' b'stadium:' b'via'"
2006,b'jeter' b'almost' b'broke' b'yankee'
2007,b'jets'
2008,"b'jihadi' b'john' b'beheader' b'of' b'journalist' b'foley' b'and' b'sotloff' b'was' b""'arab"" b'charity' b""collector'"" b'via'"
2009,"b'jihadi' b'john' b'has' b'struck' b'again.' b'prayers' b'with' b'the' b""victims'"" b'families.' b'what' b'is' b'the' b'#bounty' b'on' b'his' b'head?' b'time' b'4' b'him' b'2' b'meet'"
2010,"b'jihadi' b'pop' b'music' b'debates:' b'&#8220;yo,' b'bro,' b'did' b'you' b'hear' b'the' b'latest' b'abu' b'yasser' b'hit?&#8221;,' b'&#8220;no' b'bro,' b'i&#8217;m' b'totally' b'an' b'abu' b'hajar'"
2011,b'jihadi' b'propaganda' b'ploy:us' b'had' b'gulf' b'countries' b'publish' b'pics' b'of' b'their' b'pilots' b'2' b'deflect' b'sunnis' b'anger' b'from' b'itself' b'&amp;'
2012,"b'jihadi' b'rehab' b'needs' b'to' b'account' b'for' b'the' b'unpleasant' b'fact' b'that' b""it's"" b'the' b'worst' b'behaviors' b'that' b'*attract*'"
2013,b'jihadi' b'streams:' b'british' b'#isis' b'fighter' b'identified' b'as' b'abu' b'abdurahman' b'al' b'britani' b'killed' b'in'
2014,b'jihadis' b'turn' b'washington' b'national' b'cathedral' b'into' b'mosque' b'for' b'friday'
2015,b'jihadis' b'are' b'running' b'a' b'claim' b'that' b'the' b'king' b'of' b'#saudi' b'arabia' b'died' b'two' b'days' b'ago.' b'must' b'be' b'the' b'bombs' b'falling' b'on' b'em' b'that' b'r' b'making' b'em'
2016,b'jihadis' b'betting' b'on' b'public' b'protests' b'in' b'britain' b'to' b'force' b'uk' b'gov' b'out' b'of' b'the' b'anti-isis'
2017,b'jihadis' b'circulating' b'a' b'video' b'of' b'the' b'killing' b'by' b'boko' b'haram' b'of' b'a' b'nigerian' b'pilot' b'captured' b'after' b'his' b'helicopter' b'was' b'shoot'
2018,"b'jihadis' b'claim' b'to' b'have' b'shot' b'an' b'#iraq' b'army' b'mi-35' b'attack' b'helicopter' b'in' b'beji' b'&amp;' b'identify' b'its' b'pilot' b'by' b'name,'"
2019,b'jihadis' b'identify' b'a' b'man' b'from' b'#indonesia' b'as' b'the' b'one' b'who' b'carried' b'a' b'massive' b'suicide' b'bombing' b'on' b'speicher'
2020,b'jihadis' b'keep' b'on' b'prattling' b'about' b'having' b'shot' b'down' b'today' b'what' b'they' b'think' b'is' b'an' b'apache' b'helicopter.' b'maybe' b'it' b'was' b'an'
2021,b'jihadis' b'seem' b'to' b'be' b'more' b'upset' b'over' b'the' b'location' b'of' b'the' b'jedah' b'conference' b'in' b'#saudi' b'than' b'its'
2022,b'jihadis' b'specifically' b'asking' b'for' b'international' b'schools' b'in' b'#saudi' b'to' b'be'
2023,b'jihadis' b'taunting' b'america' b'&amp;' b'spreading' b'paranoia:' b'tents' b'that' b'appeared' b'in' b'a' b'video' b'of' b'a' b'daesh' b'training' b'camp' b'near'
2024,b'jindal' b'seemed' b'to' b'be' b'having' b'an' b'out-of-body' b'experience' b'enhanced' b'by' b'special' b'brownies' b'up' b'and' b'at'
2025,b'joba' b'chamberlain' b'looks' b'like' b'a' b'homeless' b'guy' b'that' b'won' b'a'
2026,b'john' b'mccain' b'trashes' b'jay' b'carny' b'live' b'on' b'cnn'
2027,b'johnny' b'manziel' b'just' b'flipped' b'somebody' b'the'
2028,b'jones' b'and' b'iba&#241;ez' b'are' b'out' b'of' b'gas' b'after' b'giving' b'it' b'their' b'all' b'earlier' b'in' b'the' b'first' b'half.' b'the' b'call-ups' b'should' b'get' b'more' b'playing'
2029,b'jose' b'soto:' b'reflections' b'of' b'a' b'former' b'gay'
2030,b'josef' b'just' b'pitted.' b'slight' b'possibility' b'he' b'can' b'make' b'it' b'the' b'remaining' b'67' b'laps' b'but' b'i' b'highly' b'doubt' b'it.' b'will' b'need'
2031,"b'js' b'on' b'my' b'feet,' b'that' b'song' b'is' b'trash' b'too'"
2032,b'just' b'as' b'trash' b'as' b'the' b'others.' b'fixed' b'none' b'of' b'my' b'issues.' b'rt' b'sheseauxsaditty:' b'naw.' b'rt' b'glitteryglossy:' b'anyone' b'download' b'ios' b'8.0.2'
2033,b'just' b'cleaned' b'my' b'fingernails' b'with' b'a' b'knife.' b'#hillbilly'
2034,b'just' b'got' b'done' b'taking' b'some' b'photos' b'with'
2035,b'just' b'hit' b'40' b'in' b'flappy'
2036,"b'just' b'in' b'case' b'the' b'day' b""couldn't"" b'get' b'better' b""wife's"" b'rav' b'4' b'had' b'a' b'flat' b'and' b'being' b'the' b'redneck' b'i' b'am' b'i' b'put' b'16' b'inch' b'rims' b'on' b'it' b'so' b'there' b'goes'"
2037,b'just' b'killed' b'3' b'birds' b'with' b'1' b'stone!' b'thank' b'god' b'i' b'payed' b'attention' b'in' b'my' b'communication'
2038,b'just' b'posted' b'a' b'photo' b'yankee'
2039,b'just' b'purchased' b'my' b'first' b'trenta' b'iced' b'coffee....this' b'is' b'a' b'slippery'
2040,b'just' b'saw' b'a' b'crow' b'gallop' b'across' b'the' b'road.' b'#mmkay' b'#wut'
2041,"b'just' b'seen' b'a' b'pic' b'comparison' b'of' b'lou' b'holtz' b'and' b'he' b'grandma' b'off' b'beverly' b'hillbillies' b'and' b'i' b""can't"" b'stop' b'crying' b'tears' b'of' b'unfathomable'"
2042,"b'just' b'spoke' b'w/' b'hispaniclinkns' b'legend,' b'mentor' b'charlie' b'ericksen.' b'great' b'to' b'catch' b'up' b'w/' b'those' b'who' b'helped' b'open' b'doors' b'for' b'latino'"
2043,b'just' b'stopped' b'by' b'the' b'line' b'up' b'room' b'bealack' b'still' b'look' b'like' b'a' b'doo' b'wop'
2044,"b'just' b'when' b""i'm"" b'feeling' b'totally' b'useless' b'in' b'the' b'world' b'(another)' b'baby' b'bird' b'found' b'in' b'need' b'of' b'#tlc' b'just' b'call'"
2045,b'kfc' b'biscuits' b'trash'
2046,"b'kaaspiet,bloempiet.?lol' b'men' b'weet' b'van' b'gekkigheid' b'niet' b'meer' b'hoe' b'ze' b'simpele' b'oplossing' b'tegen' b'racisme' b'moet' b'maken.zolang' b'maar' b'blanke' b'beslissing'"
2047,b'kanyeeeeeee' b'is' b'just' b'a' b'yard' b'ape' b'acting' b'idiot!just'
2048,"b'keep' b'those' b'away' b'frm' b'charlie' b'day' b'rt' b'jhonenv:' b'just' b'once' b'in' b'my' b'life' b""i'd"" b'like' b'for' b""someone's"" b'favorite' b'part' b'of' b'my' b'body' b'to' b'be' b'my' b'disgusting'"
2049,b'kentucky' b'fried' b'cater' b'to' b'da' b'white' b'folk.' b'no' b'colored'
2050,"b""khloee's"" b'new' b'backpack' b'that' b'we' b'colored' b'last' b'night!'"
2051,b'kill' b'la' b'kill' b'was'
2052,b'killing' b'it' b'at' b'home!'
2053,"b'king,' b'ti' b'vs' b'tip' b'and' b'that' b'troubleman' b'albums' b'all'"
2054,b'knock' b'em' b'down' b'wit' b'sum' b'chunky'
2055,b'la' b'm&#193;quina' b'una' b'vez' b'en' b'jap&#243;n' b'5' b'japoneses' b'crearon' b'una' b'm&#225;quina' b'que' b'atrapaba' b'ladrones.' b'primero' b'la' b'm&#225;quina'
2056,b'lmao' b'joe' b'was' b'calling' b'whitehouse' b'offering' b'advice.' b'yeah' b'the' b'president' b'cares' b'what' b'a' b'disgraced' b'former' b'redneck' b'house' b'guy' b'from' b'fl'
2057,b'lmfaooooo' b'bye' b'&#8220' b'datguybren:' b'american' b'sports' b'trash.' b'soccer' b'and' b'hockey' b'the' b'best'
2058,"b'lol' b'at' b'the' b'benghazi' b'""hearings""' b'that' b'proved' b'nothing' b'other' b'than' b'republicans' b'only' b'care' b'about' b'taking' b'down'"
2059,"b'lol' b""there's"" b'a' b'talking' b'monkey' b'live' b'on' b'the' b'internet!' b'will' b'wonders' b'never'"
2060,"b'lololol' b'rt' b'ajalapilgrim:' b'freddy' b'still' b'have' b'all' b'the' b'birds,' b'doppz' b'still' b'a' b'wet' b'man,' b'harry' b'still' b'on' b'parry,' b'and' b'we'"
2061,"b'laat' b'zihni' b'ozdil' b'met' b'rust' b'jullie' b'gemene' b'trollen,' b'hoe' b'durven' b'jullie' b'zijn' b'mening' b'in' b'twijfel' b'te' b'nemen!' b'zijn' b'zegje' b'is' b'wet' b'en*kuch**kuch*.'"
2062,b'lakers' b'are' b'a' b'purple' b'and' b'yellow' b'garbage'
2063,b'lakers' b'fans' b'will' b'feel' b'the' b'pain' b'the' b'yankees' b'fans' b'are' b'feeling' b'today' b'at' b'the' b'end' b'of' b'basketball'
2064,"b'laughing' b'at' b'my' b'deck' b'that' b'they' b'gave' b'me,' b'yellow' b'and' b'jesus' b'stencils' b'all' b'over'"
2065,b'lauren' b'&amp;' b'i' b'ate' b'candy' b'we' b'found' b'on' b'the' b'floor' b'during' b'class' b'we' b'are'
2066,"b'leave' b'it' b'2' b'#teabaggers' b'2' b'whine' b'about' b'infrastructure' b'when' b'they' b'r' b'the' b'ones' b'who' b""won't"" b'pay' b'for' b'it.' b'waiting' b'on' b'god' b'to' b'fix'"
2067,"b'leave' b'it' b'up' b'to' b'me' b'it' b""would've"" b'been' b'in' b'the' b'trash....' b'all' b'of'"
2068,b'legion' b'of' b'jig'
2069,b'let' b'the' b'jig'
2070,b'let' b'this' b'white' b'boy' b'be'
2071,"b""let's"" b'be' b'serious.' b'most' b'fans/callers' b'wanted' b'to' b'run' b'heavily' b'and' b'dink' b'and' b'dunk.' b""doesn't"" b'work' b'great' b'against' b'a' b'd' b'you' b""can't"" b'get' b'extra' b'yrds'"
2072,"b""let's"" b'cripple' b'the' b'vanity' b'industry.' b'how?' b'actually' b'start' b'liking' b'who' b'we' b'are,' b'and' b'how' b'we'"
2073,"b""let's"" b'go' b'for' b'the'"
2074,"b""let's"" b'just' b'say' b'the' b'hotel' b""i've"" b'been' b'staying' b'at' b""isn't"" b'going' b'to' b'want' b'this' b'hand' b'towel' b'back.' b'i' b'had' b'no' b'idea' b'i' b'could' b'turn' b""'em"" b'that' b'shade' b'of'"
2075,"b""let's"" b'play' b'""what' b'will' b'the' b'ghetto' b'white' b'girl' b'with' b'neck' b'tattoos' b'in' b'front' b'of' b'me' b'buy.""' b'if' b'you' b'answered' b""cigarillo's...you've"" b'seen' b'this' b'episode'"
2076,b'lethal' b'bird' b'flu' b'cocktail' b'sent' b'out' b'of' b'lab' b'accidentally' b'went' b'unreported' b'&#8211;'
2077,b'lets' b'finish' b'strong'
2078,b'lets' b'go' b'#hoosiers' b'#iubb'
2079,"b'libs' b'trash' b'saira' b'blair,' b'an' b'18-year-old' b'republican' b'who' b'won' b'a' b'seat' b'in' b'the' b'west' b'virginia'"
2080,"b'like' b'baathists' b'before' b'them,' b'#isis' b'&amp;' b'al' b'qaeda' b""supporters'"" b'rivalry' b'is' b'as' b'absurd' b'as' b'their' b'cause' b'-' b'battling' b'for' b""who's"" b'the' b'more' b'authentic'"
2081,b'lil' b'kim' b'really' b'made' b'herself' b'trash' b'smh'
2082,b'lilly' b'just' b'tried' b'to' b'climb' b'up' b'a' b'tree' b'after' b'a' b'bird' b'and' b'completely' b'failed' b'oh' b'my' b'god'
2083,b'literally' b'in' b'the' b'middle' b'of' b'the' b'ghetto' b'and' b'these' b'people' b'look'
2084,b'literally' b'just' b'got' b'up' b'and' b'the' b'first' b'thing' b'i' b'did' b'was' b'chug' b'a' b'huge' b'glass' b'of'
2085,b'little' b'bitty' b'bumble'
2086,b'little' b'things' b'can' b'just' b'kill' b'a' b'negros' b'mood'
2087,b'live' b'birds' b'found' b'in' b'elmo' b'doll' b'at' b'us-mexico' b'border' b'(from'
2088,"b'lmao' b'rt' b'moemartin44' b'the' b'in' b'soles' b'in' b'reebok' b'classics' b""can't"" b'even' b'handle' b'the' b'diabetic' b'weight' b'rick' b'ross'"
2089,b'lmao' b'rt' b'ipostbadtweets:' b'lowkey' b'peyton' b'manning'
2090,b'lmao' b'redskins' b'turnin'
2091,"b'lmao' b'the' b'shovel' b'video' b'is' b'pretty' b'awesome,' b'she' b'went' b'down' b'like' b'a' b'ton' b'of' b'bricks' b'lol.' b'gotta' b'love' b'honky' b'riff' b'raff' b'savages.' b'that' b'is'"
2092,"b'lmaoo' b'we' b'was' b'sayin' b'this' b'same' b'statement' b'last' b'year' b'rt' b'deeswaggyjay93' b'boozer' b'is' b'trash' b'bro' b""i'm"" b'done!!'"
2093,b'lmaooo' b'naw' b'man' b'rt' b'diponline' b'yo' b'want' b'in' b'rt' b'humbltonbanks:' b'u' b'serious' b'bro??' b'lol' b'rt' b'cheezmoejenkinz' b'2-3:10am' b'early' b'bird'
2094,b'lmaoooo!!!!!!!!!!!!' b'king_komo:' b'a' b'bird' b'in' b'the' b'hand' b'is' b'worth' b'two' b'in' b'the'
2095,b'lmaoooooo' b'supreme' b'being' b'trash.' b'guess' b'bape' b'is' b'trash' b'to'
2096,b'lmfao' b'rt' b'nydailynews:' b'the' b'new' b'york' b'yankees' b'have' b'won' b'27' b'world' b'series' b'titles' b'&#8211;&#160;the' b'most' b'of'
2097,b'lmfao' b'no' b'you' b'didnt' b'rt' b'ss4_fresh:' b'vivelacourtney' b'got' b'cute' b'new' b'avi' b'and' b'all' b'but' b'she' b'too' b'old' b'for' b'colored' b'contacts'
2098,b'log' b'off' b'nigger' b'rt'
2099,b'lol' b'colored' b'contacts' b'played'
2100,b'lol' b'ike'
2101,b'lol..' b'shut' b'up!' b'rt' b'abrown252:' b'vonshayeb' b'lmao' b'early' b'bird' b'gets' b'the'
2102,b'long'
2103,"b'looking' b'back' b'i' b'liked' b'colored' b'better.' b""let's"" b'go' b'back' b'to'"
2104,b'looking' b'forward' b'to' b'#ncaa' b'and' b'#nba' b'basketball' b'&#127936;' b'in' b'the' b'states' b'soon' b'#iubb' b'#hoosiers' b'#pacers' b'#pacernation' b'and' b'of' b'course'
2105,b'looks' b'as' b'if' b'federal' b'gun' b'laws' b'to' b'be' b'proposed' b'this' b'week' b'lack' b'#awb.' b'hope' b'the' b'#media' b'and' b'#antigun' b'crowd' b'choke' b'on'
2106,b'looks' b'like' b'a' b'tool' b'but' b'is' b'useful' b'as' b'a' b'clay' b'hammer' b'#fag'
2107,b'looks' b'like' b'the' b'#yankees' b'will' b'be' b'competing' b'with' b'#boston' b'for' b'the' b'east' b'cellar' b'this'
2108,b'love' b'is' b'a' b'bird' b'of' b'flames.' b'thank' b'you' b'for' b'that' b'song' b'david_lynch'
2109,"b'mt:' b'dockozlowski:' b'ted' b'cruz' b'""we' b'are' b'proud' b'wacko' b'birds"".' b'#standwithcruz' b'#keepcruzing""' b'is' b'that' b'a'"
2110,"b'mace' b'for' b'your' b'wife,' b'charlie'"
2111,"b'mad' b'respect' b'to' b'affleck' b'for' b'refusing' b'to' b'wear' b'a' b'yankees' b'cap,' b'though' b'as' b'a' b'sox' b'fan' b'wearing' b'a' b'mets' b'cap' b'probably' b'irritated' b'him'"
2112,b'madea' b'and' b'this' b'old' b'hillbilly' b'are' b'hilarious'
2113,b'magellan?' b'you' b'suck' b'at' b'trash' b'talk.' b'physguy2'
2114,b'majority' b'of' b'it' b'is' b'trash'
2115,"b'majority' b'of' b'the' b'time,' b'a' b""woman's"" b'story' b'is' b'trash'"
2116,b'making'
2117,b'making' b'up' b'drake' b'disses&gt;&gt;' b'rt' b'repmycityx:' b'tyzebruh' b'cant' b'wait' b'to' b'call' b'it' b'trash' b'and' b'tell' b'everyone' b'that' b'b' b'l' b'u' b'will' b'forver' b'be' b'the' b'goat' b'out' b'of'
2118,b'man' b'arrested' b'after' b'40' b'opened' b'nip' b'bottles' b'of' b'vodka' b'found' b'in'
2119,b'man' b'im' b'glad' b'im' b'around' b'to' b'see' b'the' b'redskins' b'go' b'to' b'the' b'playoffs' b'considering' b'it' b'only' b'happens' b'once' b'in' b'a'
2120,b'man' b'in' b'zebra' b'print' b'dress' b'robs'
2121,b'man' b'talk' b'to' b'em' b'rt' b'straightcash08:' b'of' b'course' b'nothing' b'is' b'wrong' b'with' b'applebee&#8217;s' b'if' b'you' b'like' b'trash'
2122,"b'man,' b'that' b'is' b'a' b'serious' b'shiner' b""chara's"" b'sporting.'"
2123,"b'mann' b'are' b'first' b'game' b'is' b'3' b'weeks' b'from' b'now' b""can't"" b'wait' b'-' b'once' b'a' b'redskin' b'always' b'a' b'redskin'"
